"","Plot","TagID","Transplant","Year_t","Height_t","Width_t","Perp_t","NS_t","Goodbuds_t","TotFlowerbuds_t","ABFlowerbuds_t","Antcount_t","Antsp_t","X1","Recruit","Newplant","Survival_t1","Height_t1","Width_t1","Perp_t1","NS_t1","Goodbuds_t1","TotFlowerbuds_t1","ABFlowerbuds_t1","Antcount_t1","Antsp_t1","NP_adult","NP_juv","CV","WVL","Damage","MA","comments","logsize_t","logsize_t1","ant_t","ant_t1","flower1_YN","occ_t","occ_t1"
"7495","8","100",0,2018,13,9,7,0,0,0,0,3,"CREM",2019,0,0,1,44,12,6,2,"0",NA,"0",16,"CREM",0,0,"24",NA,"","0","24 JUV CV",5.38365567688261,6.8384620246521,"crem","crem",NA,"occ","occ"
"7496","8","104",0,2018,35,23,15,3,0,0,0,25,"LIOM",2019,0,0,1,40,29,21,7,"0",NA,"0",0,"",0,0,"",NA,"","0","",8.1040492558837,8.78645433991174,"liom","vacant",NA,"occ","vac"
"7497","8","108",0,2018,3,1,1,0,0,0,0,0,"vacant",2019,0,0,0,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,"",NA,"","","",-0.24156447527049,NA,"vacant",NA,NA,"vac",NA
"7498","8","101B",0,2018,5,3,1,1,0,0,0,0,"vacant",2019,0,0,1,8,2,2,2,"0",NA,"0",0,"",0,0,"",NA,"","0","",1.65555550961539,2.12555913886113,"vacant","vacant",NA,"vac","vac"
"7499","8","107D",0,2018,6,3,1,2,0,0,0,1,"CREM",2019,0,0,1,9,6,4.5,2,"0",NA,"0",0,"",0,0,"",NA,"1","0","LOTS OF COCHINAE",1.83787706640935,4.17350396660468,"crem","vacant",NA,"occ","vac"
"7500","8","109",0,2018,NA,NA,NA,NA,NA,NA,NA,NA,"",2019,0,0,0,2.5,2,0.5,2,"0",NA,"0",0,"",0,0,"",NA,"","0","",NA,0.0224010705639742,NA,"vacant",NA,NA,"vac"
"7501","8","110",0,2018,NA,NA,NA,NA,NA,NA,NA,NA,"",2019,0,0,0,6.5,3.5,3.5,5,"0",NA,"0",0,"",0,0,"",NA,"","0","",NA,3.03715134995373,NA,"vacant",NA,NA,"vac"
"7502","8","111A",0,2018,NA,NA,NA,NA,NA,NA,NA,NA,"",2019,0,0,0,9,1,1,1,"0",NA,"0",0,"",0,0,"",NA,"","0","",NA,0.857047813397619,NA,"vacant",NA,NA,"vac"
"7503","8","111B",0,2018,NA,NA,NA,NA,NA,NA,NA,NA,"",2019,0,0,0,6,1,1,1,"0",NA,"0",0,"",0,0,"",NA,"","0","",NA,0.451582705289455,NA,"vacant",NA,NA,"vac"
"7504","8","111C",0,2018,NA,NA,NA,NA,NA,NA,NA,NA,"",2019,0,0,0,3.5,0.75,0.75,1,"0",NA,"0",0,"",0,0,"",NA,"","0","",NA,-0.662777940346794,NA,"vacant",NA,NA,"vac"
"7505","8","112",0,2018,NA,NA,NA,NA,NA,NA,NA,NA,"",2019,1,0,NA,3,0.5,0.5,0,"0",NA,"0",0,"",0,0,"",NA,"","0","",NA,-1.62785883639038,NA,"vacant",NA,NA,"vac"
"7506","8","113",0,2018,NA,NA,NA,NA,NA,NA,NA,NA,"",2019,0,0,0,4,1,1,1,"0",NA,"0",0,"",0,0,"",NA,"","0","",NA,0.0461175971812904,NA,"vacant",NA,NA,"vac"
"7507","8","114A",0,2018,NA,NA,NA,NA,NA,NA,NA,NA,"",2019,1,0,NA,3,0.75,0.75,0,"0",NA,"0",0,"",0,0,"",NA,"","0","",NA,-0.816928620174052,NA,"vacant",NA,NA,"vac"
"7508","8","114B",0,2018,NA,NA,NA,NA,NA,NA,NA,NA,"",2019,1,0,NA,2.5,0.75,0.75,0,"0",NA,"0",0,"",0,0,"",NA,"","0","",NA,-0.999250176968007,NA,"vacant",NA,NA,"vac"
"7509","8","114C",0,2018,NA,NA,NA,NA,NA,NA,NA,NA,"",2019,1,0,NA,1,0.5,0.5,0,"0",NA,"0",0,"",0,0,"",NA,"","0","Oops, I killed it!",NA,-2.72647112505849,NA,"vacant",NA,NA,"vac"
"7510","8","115",0,2018,NA,NA,NA,NA,NA,NA,NA,NA,"",2019,0,0,0,4,1,1,0,"0",NA,"0",0,"",0,0,"",NA,"","0","",NA,0.0461175971812904,NA,"vacant",NA,NA,"vac"
"7511","8","116",0,2018,NA,NA,NA,NA,NA,NA,NA,NA,"",2019,1,0,NA,2.5,1,1,0,"0",NA,"0",0,"",0,0,"",NA,"","0","",NA,-0.423886032064445,NA,"vacant",NA,NA,"vac"
"7512","8","117",0,2018,NA,NA,NA,NA,NA,NA,NA,NA,"",2019,1,0,NA,3.5,1,1,0,"0",NA,"0",0,"",0,0,"",NA,"","0","",NA,-0.0874137954432322,NA,"vacant",NA,NA,"vac"
"7513","8","117",0,2018,NA,NA,NA,NA,NA,NA,NA,NA,"",2019,1,0,NA,3.5,1,1,0,"0",NA,"0",0,"",0,0,"0",NA,"","","",NA,-0.0874137954432322,NA,"vacant",NA,NA,"vac"
"7514","1","1",0,2019,118,96,64,12,5,8,3,0,"vacant",2021,0,0,1,119,100,73,21,"31",NA,"3",32,"Liom",0,0,"0",NA,"","","",12.1945611298748,12.3592355570486,"vacant","liom",NA,"vac","occ"
"7515","1","3",0,2019,55,42,28,4,0,0,0,NA,"",2021,0,0,1,59.5,36,22,0,"0",NA,"0",0,"VAC",0,0,"0",NA,"","","",9.7778525442727,9.48039120858593,NA,"vacant",NA,NA,"vac"
"7516","1","4",0,2019,75,76,47,10,0,0,0,1,"CAMP",2021,0,0,1,86,91,51,13,"3",NA,"2",21,"LIOM",0,0,"0",NA,"","","",11.2153856992227,11.6395302863975,"other","liom",NA,"occ","occ"
"7517","1","5",0,2019,42,48,24,0,0,0,0,0,"vacant",2021,0,0,1,39,39.5,36,4,"0",NA,"0",0,"VAC",0,0,"0",NA,"","","",9.56453073125699,9.58535583358111,"vacant","vacant",NA,"vac","vac"
"7518","1","6",0,2019,71,41,40,6,0,0,0,0,"vacant",2021,0,0,1,71,38,24,0,"0",NA,"0",0,"VAC",0,0,"0",NA,"","","",10.3251070613277,9.79047752207301,"vacant","vacant",NA,"vac","vac"
"7519","1","8",0,2019,55,54,23,3,0,0,0,0,"vacant",2021,0,0,1,63,50,21,1,"0",NA,"0",0,"VAC",0,0,"0",NA,"","","",9.96847290388135,9.94202335541567,"vacant","vacant",NA,"vac","vac"
"7520","1","9",0,2019,75,81,50,19,1,1,0,2,"LIOM",2021,0,0,1,75,76,55,4,"0",NA,"0",5,"LIOM",0,0,"0",NA,"","","",11.3414116348801,11.3414116348801,"liom","liom",NA,"occ","occ"
"7521","1","11",0,2019,64,51,27,7,0,0,0,1,"CAMP",2021,0,0,1,75,32,28,1,"0",NA,"0",12,"LIOM",0,0,"0",NA,"","","",10.1458296116804,9.77970611292202,"other","liom",NA,"occ","occ"
"7522","1","13",0,2019,87,67,41,1,0,1,1,0,"vacant",2021,0,0,1,91,58,53,1,"0",NA,"0",1,"LIOM",0,0,"0",NA,"","","",11.1036994478445,11.203448784083,"vacant","liom",NA,"vac","occ"
"7523","1","15",0,2019,51,33,13,0,0,0,0,0,"vacant",2021,0,0,1,16,26,6,2,"0",NA,"0",0,"VAC",0,0,"0",NA,"","","",8.86263730064402,6.97758940278074,"vacant","vacant",NA,"vac","vac"
"7524","1","16",0,2019,100,93,50,9,0,0,0,0,"vacant",2021,0,0,1,115,94,37,7,"0",NA,"0",8,"LIOM",0,0,"0",NA,"","","",11.8043883214494,11.7688556497071,"vacant","liom",NA,"vac","occ"
"7525","1","17",0,2019,11,4,3,1,0,0,0,0,"vacant",2021,0,0,0,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,"",NA,"","","",3.56324444585051,NA,"vacant",NA,NA,"vac",NA
"7526","1","20",0,2019,75,57,32,21,0,0,0,0,"vacant",2021,0,0,1,99,58,52,3,"0",NA,"1",15,"LIOM",0,0,"0",NA,"","","GPS",10.5682897279421,11.2696094566609,"vacant","liom",NA,"vac","occ"
"7527","1","23",0,2019,108,90,48,25,3,4,1,5,"LIOM",2021,0,0,1,108,99,82,0,"0",NA,"2",0,"VAC",0,0,"0",NA,"","","",11.8101674723801,12.3526541645974,"liom","vacant",NA,"occ","vac"
"7528","1","24",0,2019,92,74,68,19,12,17,5,1,"CAMP",2021,0,0,1,96,75,69,9,"30",NA,"0",28,"LIOM",0,0,"0",NA,"","","",11.7069715671931,11.7775036655613,"other","liom",NA,"occ","occ"
"7529","1","25",0,2019,107,69,65,14,26,39,13,1,"LIOM",2021,0,0,1,116,68,57,4,"5",NA,"16",12,"LIOM",0,0,"0",NA,"","","",11.7420373093052,11.6837465406525,"liom","liom",NA,"occ","occ"
"7530","1","26",0,2019,98,75,64,68,5,9,4,2,"LIOM",2021,0,0,1,93,71,73,7,"7",NA,"1",5,"LIOM",0,2,"0",NA,"","","",11.7274442198735,11.7457549672468,"liom","liom",NA,"occ","occ"
"7531","1","29",0,2019,32,19,11,0,0,0,0,0,"vacant",2021,0,0,1,30.5,18,11,0,"0",NA,"0",0,"VAC",0,0,"0",NA,"","","",7.54165954106555,7.42584721852782,"vacant","vacant",NA,"vac","vac"
"7532","1","30",0,2019,NA,NA,NA,NA,NA,NA,NA,NA,"",2021,0,0,1,24,8,2,0,"0",NA,"0",10,"Crem",0,0,"0",NA,"","","",NA,5.05675289127755,NA,"crem",NA,NA,"occ"
"7533","1","32",0,2019,54,55,20,1,0,0,0,0,"vacant",2021,0,0,1,26,24,14,0,"0",NA,"0",0,"VAC",0,0,"0",NA,"","","",9.8974891485784,7.80679773241576,"vacant","vacant",NA,"vac","vac"
"7534","1","33",0,2019,35,32,11,0,0,0,0,0,"vacant",2021,0,0,1,33,27,18,0,"0",NA,"0",0,"VAC",0,0,"0",NA,"","","",8.35127716781805,8.38336141594863,"vacant","vacant",NA,"vac","vac"
"7535","1","34",0,2019,77,76,57,15,0,0,0,2,"LIOM",2021,0,0,1,96,74,66,20,"0",NA,"3",7,"LIOM",0,0,"0",NA,"","","A FEW RED FOR",11.3980325532387,11.721161911628,"liom","liom",NA,"occ","occ"
"7536","1","35",0,2019,91,64,60,10,0,0,0,1,"LIOM",2021,0,0,1,86,69,48,1,"0",NA,"0",2,"FOR",0,0,"0",NA,"","","",11.4249515126684,11.2522240407905,"liom","other",NA,"occ","occ"
"7537","1","38",0,2019,116,81,82,7,1,3,2,0,"vacant",2021,0,0,1,103,79,75,10,"0",NA,"2",3,"FOR",0,0,"0",NA,"","","",12.2146194676614,11.9821630679984,"vacant","other",NA,"vac","occ"
"7538","1","39",0,2019,60,49,42,6,0,0,0,1,"CREM",2021,0,0,1,62,49,23,5,"0",NA,"0",0,"VAC",0,0,"0",NA,"","","",10.3895924501973,9.95399549801871,"crem","vacant",NA,"occ","vac"
"7539","1","41",0,2019,123,91,91,50,10,35,25,6,"LIOM",2021,0,0,1,144,120,85,18,"89",NA,"0",14,"Liom",0,0,"0",NA,"","","1 Large black shiny ant",12.4937266044675,12.8893621327943,"liom","liom",NA,"occ","occ"
"7540","1","42",0,2019,123,113,81,16,4,28,24,0,"vacant",2021,0,0,1,133,118,84,50,"41",NA,"3",12,"Liom",0,0,"0",NA,"","","2 Camp",12.6214295484406,12.7804133979657,"vacant","liom",NA,"vac","occ"
"7541","1","43",0,2019,80,113,78,14,6,9,3,1,"LIOM",2021,0,0,1,77,104,61,0,"0",NA,"0",3,"LIOM",0,0,"0",NA,"","","",12.1601023657087,11.8292252445964,"liom","liom",NA,"occ","occ"
"7542","1","44",0,2019,65,24,24,1,0,0,0,0,"vacant",2021,0,0,1,17,8,3,0,"0",NA,"0",0,"VAC",0,0,"0",NA,"","","DYING",9.19031816665293,4.90253276459447,"vacant","vacant",NA,"vac","vac"
"7543","1","45",0,2019,107,88,62,2,0,0,0,0,"vacant",2021,0,0,1,91,58,48,0,"0",NA,"0",17,"CREM",0,0,"0",NA,"","","",11.9676282975959,11.1112665696825,"vacant","crem",NA,"vac","occ"
"7544","1","52",0,2019,85,59,17,0,0,0,0,0,"vacant",2021,0,0,1,81,66,29,0,"0",NA,"0",0,"VAC",0,0,"0",NA,"","","",10.3776468120045,10.775731812815,"vacant","vacant",NA,"vac","vac"
"7545","1","54",0,2019,100,80,73,11,3,4,1,1,"LIOM",2021,0,0,1,106,72,68,10,"0",NA,"2",8,"LIOM",0,0,"0",NA,"","","",11.9395749037145,11.8202528142722,"liom","liom",NA,"occ","occ"
"7546","1","55",0,2019,93,99,48,18,1,4,3,0,"vacant",2021,0,0,1,87,97,41,21,"0",NA,"0",5,"LIOM",0,0,"0",NA,"","","",11.7869935416522,11.5939443639105,"vacant","liom",NA,"vac","occ"
"7547","1","56",0,2019,67,77,62,9,0,0,0,0,"vacant",2021,0,0,1,88,87,58,15,"0",NA,"0",2,"CREM",0,0,"1",NA,"","","1 CAMP ",11.3471693605939,11.7043331742609,"vacant","crem",NA,"vac","occ"
"7548","1","59",0,2019,94,80,58,0,0,0,0,0,"vacant",2021,0,0,1,68,58,42,4,"0",NA,"0",26,"CREM",0,0,"0",NA,"","","",11.6713310275259,10.7033769520938,"vacant","crem",NA,"vac","occ"
"7549","1","62",0,2019,50,27,18,8,0,0,0,0,"vacant",2021,0,0,1,50,21,15,0,"0",NA,"0",0,"VAC",0,0,"0",NA,"","","",8.79887685991029,8.35258975728187,"vacant","vacant",NA,"vac","vac"
"7550","1","64",0,2019,20,12,3,0,0,0,0,0,"vacant",2021,0,0,1,16,8,5,3,"0",NA,"0",5,"CREM",0,0,"0",NA,"","","",5.68536155069992,5.17601631210436,"vacant","crem",NA,"vac","occ"
"7551","1","66",0,2019,100,30,23,0,0,0,0,0,"vacant",2021,0,0,1,104,29,11,0,"0",NA,"0",0,"VAC",0,0,"0",NA,"","","",9.81928288803384,9.29567868231075,"vacant","vacant",NA,"vac","vac"
"7552","1","67",0,2019,100,29,14,5,0,0,0,0,"vacant",2021,0,0,1,90,32,15,0,"0",NA,"0",0,"VAC",0,0,"0",NA,"","","",9.40109929231673,9.47363374869189,"vacant","vacant",NA,"vac","vac"
"7553","1","70",0,2019,43,22,20,6,0,0,0,2,"LIOM",2021,0,0,1,37,39,4,3,"0",NA,"0",17,"LIOM",0,0,"0",NA,"","","",8.51006822720181,8.40684701897286,"liom","liom",NA,"occ","occ"
"7554","1","78",0,2019,10,4,4,0,0,0,0,0,"vacant",2021,0,0,1,8,3,3,0,"0",NA,"0",0,"VAC",0,0,"0",NA,"","","LOTS OF DIE BACK",3.73499705129523,2.93648935507746,"vacant","vacant",NA,"vac","vac"
"7555","1","80",0,2019,49,34,29,13,0,1,1,0,"vacant",2021,0,0,1,42,25,20,0,"0",NA,"0",0,"VAC",0,0,"0",NA,"","","",9.4516186258352,8.62452347276552,"vacant","vacant",NA,"vac","vac"
"7556","1","84",0,2019,21,10,5,4,0,0,0,0,"vacant",2021,0,0,1,18,11,8,0,"0",NA,"0",0,"VAC",0,0,"0",NA,"","","",5.73415171486935,6.05277859117056,"vacant","vacant",NA,"vac","vac"
"7557","1","85",0,2019,21,11,5,0,0,0,0,0,"vacant",2021,0,0,1,19,13,11,1,"0",NA,"0",1,"CREM",0,0,"0",NA,"","","",5.8632287571445,6.57407551480384,"vacant","crem",NA,"vac","occ"
"7558","1","86",0,2019,54,38,20,7,0,0,0,0,"vacant",2021,0,0,1,69,26,22,8,"0",NA,"0",50,"CREM",0,0,"0",NA,"","","",9.38339894259862,9.25003740135455,"vacant","crem",NA,"vac","occ"
"7559","1","87",0,2019,8,3,3,0,0,0,0,0,"vacant",2021,0,0,0,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,"",NA,"","","",2.93648935507746,NA,"vacant",NA,NA,"vac",NA
"7560","1","89",0,2019,17,7,3,0,0,0,0,0,"vacant",2021,0,0,1,17,10,6,1,"0",NA,"0",14,"CREM",0,0,"0",NA,"","","",4.71191240498582,5.65191966347729,"vacant","crem",NA,"vac","occ"
"7561","1","90",0,2019,7,7,4,1,0,0,0,0,"vacant",2021,0,0,1,10,8,4,3,"0",NA,"0",0,"VAC",0,0,"0",NA,"","","",4.01522956959356,4.54592726751156,"vacant","vacant",NA,"vac","vac"
"7562","1","91",0,2019,32,20,7,8,0,0,0,0,"vacant",2021,0,0,1,33,25.5,13.5,1,"0",NA,"0",0,"VAC",0,0,"0",NA,"","","",7.33093850974989,8.09715972866728,"vacant","vacant",NA,"vac","vac"
"7563","1","95",0,2019,12,4,3,1,0,0,0,0,"vacant",2021,0,0,1,16,8.5,6,2,"0",NA,"0",0,"VAC",0,0,"0",NA,"","","",3.65025582284014,5.39441489603435,"vacant","vacant",NA,"vac","vac"
"7564","1","97",0,2019,NA,NA,NA,NA,NA,NA,NA,NA,"",2021,0,0,1,13,12,7,0,"0",NA,"0",1,"CREM",0,0,"0",NA,"","","EXISTING PLANT BUT NO ROW",NA,5.72735619073593,NA,"crem",NA,NA,"occ"
"7565","1","118",0,2019,19,10,3,2,0,0,0,0,"vacant",2021,0,0,1,17,12,10,5,"0",NA,"0",21,"CREM",0,0,"0",NA,"","","",5.34786656903102,6.28882712571436,"vacant","crem",NA,"vac","occ"
"7566","1","119",0,2019,50,22,18,0,0,0,0,11,"LIOM",2021,0,0,1,47,22,18,3,"0",NA,"0",39,"LIOM",0,0,"0",NA,"","","",8.56331078859753,8.50143538487944,"liom","liom",NA,"occ","occ"
"7567","1","121",0,2019,NA,NA,NA,NA,NA,NA,NA,NA,"",2021,0,0,1,10,3,2,1,"0",NA,"0",2,"CREM",0,0,"0",NA,"","","",NA,2.79498979280376,NA,"crem",NA,NA,"occ"
"7568","1","123",0,2019,21,19,13,3,0,0,0,0,"vacant",2021,0,0,1,22.5,18,14,0,"0",NA,"0",0,"VAC",0,0,"0",NA,"","","",7.24952311826438,7.31851598975134,"vacant","vacant",NA,"vac","vac"
"7569","1","126",0,2019,10,6,2,2,0,0,0,0,"vacant",2021,0,0,1,8,4.5,2,1,"0",NA,"0",0,"VAC",0,0,"0",NA,"","","",3.73499705129523,3.09657477042453,"vacant","vacant",NA,"vac","vac"
"7570","1","127",0,2019,10,2,2,1,0,0,0,0,"vacant",2021,0,0,1,7,3.5,3,1,"0",NA,"0",0,"VAC",0,0,"0",NA,"","","",2.34870269017534,2.96304337780001,"vacant","vacant",NA,"vac","vac"
"7571","1","129",0,2019,12,8,5,0,0,0,0,0,"vacant",2021,0,0,1,16,10.5,9.5,5,"0",NA,"0",21,"VCREM",0,0,"0",NA,"","","",4.88833423965258,6.03758214428927,"vacant","crem",NA,"vac","occ"
"7572","1","130",0,2019,18,8,6,1,0,0,0,0,"vacant",2021,0,0,1,24,6,3,2,"0",NA,"0",9,"CREM",0,0,"0",NA,"","","",5.44201529206819,4.84603185996189,"vacant","crem",NA,"vac","occ"
"7573","1","131",0,2019,16,6,3,3,0,0,0,0,"vacant",2021,0,0,1,18,7,5,2,"0",NA,"0",19,"CREM",0,0,"0",NA,"","","NOT ON MAP, TOOK GPS POINTS",4.44056675185373,5.13371393241367,"vacant","crem",NA,"vac","occ"
"7574","1","132",0,2019,6,3,2,1,0,0,0,0,"vacant",2021,0,0,1,5.5,2,1,0,"0",NA,"0",0,"VAC",0,0,"0",NA,"","","",2.28416416903777,1.17550154451615,"vacant","vacant",NA,"vac","vac"
"7575","1","133",0,2019,6,1,1,0,0,0,0,0,"vacant",2021,0,0,0,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,"",NA,"","","",0.451582705289455,NA,"vacant",NA,NA,"vac",NA
"7576","1","134",0,2019,12,6,3,2,0,0,0,0,"vacant",2021,0,0,1,18,7,5,3,"0",NA,"0",0,"VAC",0,0,"0",NA,"","","",4.15288467940195,5.13371393241367,"vacant","vacant",NA,"vac","vac"
"7577","1","136",0,2019,21,11,2,2,0,0,0,0,"vacant",2021,0,0,1,11,7,4,0,"0",NA,"0",1,"CREM",0,0,"0",NA,"","","UNTAGGED",5.447950027588,4.46721469333662,"vacant","crem",NA,"vac","occ"
"7578","1","125A",0,2019,4,1,1,0,0,0,0,0,"vacant",2021,0,0,1,3,0.5,0.5,0,"0",NA,"0",0,"VAC",0,0,"0",NA,"","","",0.0461175971812904,-1.62785883639038,"vacant","vacant",NA,"vac","vac"
"7579","1","125C",0,2019,6,1,1,0,0,0,0,0,"vacant",2021,0,0,0,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,"",NA,"","","",0.451582705289455,NA,"vacant",NA,NA,"vac",NA
"7580","1","120A",0,2019,10,8,5,1,0,0,0,0,"vacant",2021,0,0,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,"",NA,"","","NOT RECORDED",4.70601268285863,NA,"vacant",NA,NA,"vac",NA
"7581","1","19A",0,2019,86,89,53,2,0,0,0,0,"vacant",2021,0,0,1,83,80,24,8,"6",NA,"3",17,"LIOM",0,0,"0",NA,"","","",11.6395302863975,10.9811512810209,"vacant","liom",NA,"vac","occ"
"7582","1","19B",0,2019,93,45,30,6,0,0,0,0,"vacant",2021,0,0,1,98.5,46,44,20,"0",NA,"0",15,"LIOM",0,0,"0",NA,"","","",10.4411045951674,10.8632047637801,"vacant","liom",NA,"vac","occ"
"7583","1","51A",0,2019,19,7,4,NA,NA,NA,NA,0,"vacant",2021,0,0,0,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,"",NA,"","","",5.01375839970469,NA,"vacant",NA,NA,"vac",NA
"7584","1","51B",0,2019,30,12,8,NA,NA,NA,NA,NA,"",2021,0,0,1,22,13,7,2,"0",NA,"0",15,"CREM",0,0,"0",NA,"1","","COTTONY SCALE",6.66619080371165,6.35603587540781,NA,"crem",NA,NA,"occ"
"7585","1","53X",0,2019,59,33,24,9,0,0,0,0,"vacant",2021,0,0,1,36,27,14,13,"0",NA,"0",0,"VAC",0,0,"0",NA,"","","",9.43716885451633,8.28419194680624,"vacant","vacant",NA,"vac","vac"
"7586","1","53Y",0,2019,83,76,39,9,2,4,2,0,"vacant",2021,0,0,1,82,70,54,0,"0",NA,"0",1,"LIOM",0,0,"0",NA,"","","3 FOR",11.1822337394646,11.3208112534158,"vacant","liom",NA,"vac","occ"
"7587","1","63A",0,2019,52,55,42,0,0,0,0,0,"vacant",2021,0,0,1,45,52,23,2,"0",NA,"0",0,"VAC",0,0,"0",NA,"","","",10.3741945505297,9.71516759178445,"vacant","vacant",NA,"vac","vac"
"7588","1","69A",0,2019,23,7,5,1,0,0,0,0,"vacant",2021,0,0,1,12,10,3,0,"0",NA,"0",0,"VAC",0,0,"0",NA,"","","",5.37883639044666,4.88833423965258,"vacant","vacant",NA,"vac","vac"
"7589","1","63B",0,2019,20,28,26,1,0,0,0,1,"CREM",2021,0,0,1,18,14,2,0,"0",NA,"0",0,"VAC",0,0,"0",NA,"","","TAG WAS ON GROUND",8.24722924162405,5.70907807731724,"crem","vacant",NA,"occ","vac"
"7590","1","75A",0,2019,46,34,42,2,0,0,0,4,"CREM",2021,0,0,1,49,32,25,3,"0",NA,"0",11,"CREM",0,0,"0",NA,"","","TAG ON GROUND, REATTACHED",9.76363695200327,9.25145170872124,"crem","crem",NA,"occ","occ"
"7591","1","75B",0,2019,39,17,11,4,0,0,0,0,"vacant",2021,0,0,1,41,22,6,5,"0",NA,"0",10,"CREM",0,0,"0",NA,"","","",7.60149954142156,7.65150996199622,"vacant","crem",NA,"vac","occ"
"7592","1","82A",0,2019,17,7,3,0,0,0,0,0,"vacant",2021,0,0,1,17,10,7,1,"0",NA,"0",0,"VAC",0,0,"0",NA,"","","",4.71191240498582,5.77316890711016,"vacant","vacant",NA,"vac","vac"
"7593","1","82B",0,2019,13,5,4,2,0,0,0,0,"vacant",2021,0,0,1,13,5,4,0,"0",NA,"0",0,"VAC",0,0,"0",NA,"","","",4.23292738707548,4.23292738707548,"vacant","vacant",NA,"vac","vac"
"7594","1","82C",0,2019,15,9,4,2,0,0,0,0,"vacant",2021,0,0,1,14.5,10.5,8,2,"0",NA,"0",0,"VAC",0,0,"0",NA,"","","",5.11147779096679,5.7832189885366,"vacant","vacant",NA,"vac","vac"
"7595","1","TR1",0,2019,51,40,37,6,0,0,0,3,"LIOM",2021,0,0,1,53,51,45,2,"0",NA,"1",8,"LIOM",0,0,"0",NA,"","","",9.8929653513732,10.3725171714293,"liom","liom",NA,"occ","occ"
"7596","1","TR11",0,2019,35,29,17,0,0,0,0,0,"vacant",2021,0,0,1,36,33,9,7,"0",NA,"0",22,"CREM",0,0,"0",NA,"","","",8.48615972940911,8.33238704996436,"vacant","crem",NA,"vac","occ"
"7597","1","TR12",0,2019,63,55,38,2,0,0,0,0,"vacant",2021,0,0,1,57,67,47,1,"0",NA,"0",0,"VAC",0,0,"0",NA,"","","",10.4818625876396,10.7889770395651,"vacant","vacant",NA,"vac","vac"
"7598","1","TR13",0,2019,30,43,31,3,0,0,0,0,"vacant",2021,0,0,1,40.5,40,33,7,"0",NA,"1",0,"VAC",0,0,"0",NA,"","","",9.282856443012,9.55574973135078,"vacant","vacant",NA,"vac","vac"
"7599","1","TR2",0,2019,57,37,24,0,0,0,0,0,"vacant",2021,0,0,1,55.5,34,18,10,"0",NA,"0",12,"LIOM",0,0,"0",NA,"","","",9.53832787112268,9.19239933285675,"vacant","liom",NA,"vac","occ"
"7600","1","TR3",0,2019,25,11,3,0,0,0,0,0,"vacant",2021,0,0,0,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,"",NA,"","","",5.77051935904023,NA,"vacant",NA,NA,"vac",NA
"7601","1","TR8",0,2019,56,27,10,7,0,0,0,2,"LIOM",2021,0,0,1,58,27,11,0,"0",NA,"0",0,"VAC",0,0,"0",NA,"","","",8.52071639096511,8.6091442049407,"liom","vacant",NA,"occ","vac"
"7602","1","135A",0,2019,3,1,1,0,0,0,0,0,"vacant",2021,0,0,1,3,3,2,0,"0",NA,"0",0,"VAC",0,0,"0",NA,"","","",-0.24156447527049,1.59101698847782,"vacant","vacant",NA,"vac","vac"
"7603","1","135B",0,2019,2,1,1,0,0,0,0,0,"vacant",2021,0,0,1,1.5,1,0.5,0,"0",NA,"0",0,"VAC",0,0,"0",NA,"","","",-0.647029583378655,-1.510075800734,"vacant","vacant",NA,"vac","vac"
"7604","1","TR9",0,2019,55,50,30,0,0,0,0,0,"vacant",2021,0,0,1,41,7,3,0,"0",NA,"0",0,"VAC",0,0,"0",NA,"","","",10.0449153295217,5.59227112763391,"vacant","vacant",NA,"vac","vac"
"7605","1","137",0,2019,NA,NA,NA,NA,NA,NA,NA,NA,"",2021,0,1,NA,11,5,2,1,"0",NA,"0",3,"CREM",0,0,"0",NA,"","","",NA,3.56324444585051,NA,"crem",NA,NA,"occ"
"7606","1","138",0,2019,NA,NA,NA,NA,NA,NA,NA,NA,"",2021,0,1,NA,8,2.5,2,1,"0",NA,"0",0,"VAC",0,0,"0",NA,"","","",NA,2.36112521017389,NA,"vacant",NA,NA,"vac"
"7607","1","139",0,2019,NA,NA,NA,NA,NA,NA,NA,NA,"",2021,0,1,NA,9,3,3,2,"0",NA,"0",0,"VAC",0,0,"0",NA,"","","",NA,3.05427239073384,NA,"vacant",NA,NA,"vac"
"7608","1","140",0,2019,NA,NA,NA,NA,NA,NA,NA,NA,"",2021,0,1,NA,5,1,1,0,"0",NA,"0",0,"VAC",0,0,"0",NA,"","","",NA,0.2692611484955,NA,"vacant",NA,NA,"vac"
"7609","1","141",0,2019,NA,NA,NA,NA,NA,NA,NA,NA,"",2021,0,1,NA,6,4,1.5,1,"0",NA,"0",0,"VAC",0,0,"0",NA,"","","",NA,2.47478452864641,NA,"vacant",NA,NA,"vac"
